country	detected	healed	deceased	date
Trinidad und Tobago	2	0	0	15.03.20
Andorra	1	1	0	15.03.20
Antigua und Barbuda	1	0	0	15.03.20
Äquatorialguinea	1	0	0	15.03.20
Äthiopien	1	0	0	15.03.20
Bhutan	1	0	0	15.03.20
Elfenbeinküste	1	0	0	15.03.20
Eswatini	1	0	0	15.03.20
Gabon	1	0	0	15.03.20
Guatemala	1	0	0	15.03.20
Guinea	1	0	0	15.03.20
Mauretanien	1	0	0	15.03.20
Mongolei	1	0	0	15.03.20
Nepal	1	1	0	15.03.20
Republik Kongo	1	0	0	15.03.20
Ruanda	1	0	0	15.03.20
St. Vincent und die Grenadinen	1	0	0	15.03.20
Sudan	1	0	1	15.03.20
Suriname	1	0	0	15.03.20
Togo	1	0	0	15.03.20
Usbekistan	1	0	0	15.03.20
Vatikan	1	0	0	15.03.20
Zentralafrikanische Republik	1	0	0	15.03.20
China	81033	67910	3217	16.03.20
Italien	27980	2749	2158	16.03.20
Iran	14991	4590	853	16.03.20
Spanien	9942	530	342	16.03.20
Südkorea	8236	1137	75	16.03.20
Deutschland	7272	67	17	16.03.20
Frankreich	6668	12	148	16.03.20
USA	4585	17	85	16.03.20
Schweiz	2200	4	14	16.03.20
Großbritannien	1551	21	56	16.03.20
Niederlande	1416	2	24	16.03.20
Norwegen	1333	1	3	16.03.20
Schweden	1103	1	6	16.03.20
Belgien	1058	1	5	16.03.20
Österreich	1018	6	3	16.03.20
Dänemark	933	1	3	16.03.20
Japan	825	144	27	16.03.20
Kreuzfahrtschiffe und Sonstige	743	325	7	16.03.20
Malaysia	566	42	0	16.03.20
Katar	439	4	0	16.03.20
Kanada	415	9	4	16.03.20
Australien	377	23	3	16.03.20
Griechenland	331	8	4	16.03.20
Portugal	331	3	0	16.03.20
Tschechien	298	3	0	16.03.20
Finnland	277	10	0	16.03.20
Israel	255	4	0	16.03.20
Slowenien	253	0	1	16.03.20
Singapur	243	109	0	16.03.20
Bahrain	214	77	1	16.03.20
Estland	205	1	0	16.03.20
Brasilien	200	1	0	16.03.20
Island	180	0	0	16.03.20
Polen	177	13	4	16.03.20
Irland	169	0	2	16.03.20
Rumänien	158	9	0	16.03.20
Chile	155	0	0	16.03.20
Ägypten	150	27	2	16.03.20
Thailand	147	35	1	16.03.20
Philippinen	142	2	12	16.03.20
Pakistan	136	2	0	16.03.20
Indonesien	134	8	5	16.03.20
Irak	124	26	10	16.03.20
Kuwait	123	9	0	16.03.20
Indien	119	13	2	16.03.20
Saudiarabien	118	2	0	16.03.20
San Marino	109	4	7	16.03.20
Libanon	99	1	3	16.03.20
Vereinigte Arabische Emirate	98	23	0	16.03.20
Russland	90	8	0	16.03.20
Peru	86	0	0	16.03.20
Luxemburg	77	0	1	16.03.20
Taiwan	67	20	1	16.03.20
Slowakei	63	0	0	16.03.20
Südafrika	62	0	0	16.03.20
Vietnam	61	16	0	16.03.20
Kroatien	57	2	0	16.03.20
Argentinien	56	1	2	16.03.20
Panama	55	0	1	16.03.20
Serbien	55	1	0	16.03.20
Algerien	54	12	4	16.03.20
Brunei	54	0	0	16.03.20
Kolumbien	54	0	0	16.03.20
Mexiko	53	4	0	16.03.20
Armenien	52	0	0	16.03.20
Bulgarien	52	0	2	16.03.20
Albanien	51	0	1	16.03.20
Ungarn	39	1	1	16.03.20
Ecuador	37	0	2	16.03.20
Belarus	36	3	0	16.03.20
Costa Rica	35	0	0	16.03.20
Lettland	34	1	0	16.03.20
Georgien	33	1	0	16.03.20
Zypern	33	0	0	16.03.20
Malta	30	2	0	16.03.20
Marokko	29	1	1	16.03.20
Sri Lanka	28	1	0	16.03.20
Bosnien und Herzegowina	25	0	0	16.03.20
Senegal	24	2	0	16.03.20
Moldawien	23	0	0	16.03.20
Oman	22	9	0	16.03.20
Afghanistan	21	1	0	16.03.20
Tunesien	20	0	0	16.03.20
Nordmazedonien	18	1	0	16.03.20
Türkei	18	0	0	16.03.20
Jordanien	17	1	0	16.03.20
Litauen	17	1	0	16.03.20
Venezuela	17	0	0	16.03.20
Aserbaidschan	15	6	1	16.03.20
Burkina Faso	15	0	0	16.03.20
Martinique	15	0	1	16.03.20
Malediven	13	0	0	16.03.20
Bolivien	11	0	0	16.03.20
Dominikanische Republik	11	0	0	16.03.20
Jamaica	10	2	0	16.03.20
Kasachstan	10	0	0	16.03.20
Bangladesch	8	2	0	16.03.20
Neuseeland	8	0	0	16.03.20
Paraguay	8	0	0	16.03.20
Uruguay	8	0	0	16.03.20
Kambodscha	7	1	0	16.03.20
Monaco	7	0	0	16.03.20
Ukraine	7	0	1	16.03.20
Ghana	6	0	0	16.03.20
Honduras	6	0	0	16.03.20
Usbekistan	6	0	0	16.03.20
Äthiopien	5	0	0	16.03.20
Ruanda	5	0	0	16.03.20
Guyana	4	0	1	16.03.20
Kamerun	4	0	0	16.03.20
Kuba	4	0	0	16.03.20
Liechtenstein	4	0	0	16.03.20
Trinidad und Tobago	4	0	0	16.03.20
Kenia	3	0	0	16.03.20
Seychellen	3	0	0	16.03.20
Andorra	2	1	0	16.03.20
Demokratische Republik Kongo	2	0	0	16.03.20
Guatemala	2	0	1	16.03.20
Kosovo	2	0	0	16.03.20
Namibia	2	0	0	16.03.20
Nigeria	2	0	0	16.03.20
St. Lucia	2	0	0	16.03.20
Antigua und Barbuda	1	0	0	16.03.20
Äquatorialguinea	1	0	0	16.03.20
Bahamas	1	0	0	16.03.20
Benin	1	0	0	16.03.20
Bhutan	1	0	0	16.03.20
Elfenbeinküste	1	0	0	16.03.20
Eswatini	1	0	0	16.03.20
Gabon	1	0	0	16.03.20
Guinea	1	0	0	16.03.20
Liberia	1	0	0	16.03.20
Mauretanien	1	0	0	16.03.20
Mongolei	1	0	0	16.03.20
Nepal	1	1	0	16.03.20
Republik Kongo	1	0	0	16.03.20
Somalia	1	0	0	16.03.20
St. Vincent und die Grenadinen	1	0	0	16.03.20
Sudan	1	0	1	16.03.20
Suriname	1	0	0	16.03.20
Tansania	1	0	0	16.03.20
Togo	1	0	0	16.03.20
Vatikan	1	0	0	16.03.20
Zentralafrikanische Republik	1	0	0	16.03.20
China	81058	68798	3230	17.03.20
Italien	31506	2941	2503	17.03.20
Iran	16169	5389	988	17.03.20
Spanien	11748	1028	533	17.03.20
Deutschland	9360	71	26	17.03.20
Südkorea	8320	1407	81	17.03.20
Frankreich	7699	12	148	17.03.20
USA	6374	17	108	17.03.20
Schweiz	2700	4	27	17.03.20
Großbritannien	1960	53	56	17.03.20
Niederlande	1711	2	43	17.03.20
Norwegen	1463	1	3	17.03.20
Österreich	1332	1	3	17.03.20
Belgien	1243	1	10	17.03.20
Schweden	1190	1	7	17.03.20
Dänemark	1025	1	4	17.03.20
Japan	878	144	29	17.03.20
Kreuzfahrtschiffe und Sonstige	743	325	7	17.03.20
Malaysia	673	49	2	17.03.20
Kanada	478	9	5	17.03.20
Australien	452	23	5	17.03.20
Portugal	448	3	1	17.03.20
Katar	439	4	0	17.03.20
Tschechien	396	3	0	17.03.20
Griechenland	387	8	5	17.03.20
Israel	337	11	0	17.03.20
Brasilien	321	2	1	17.03.20
Finnland	321	10	0	17.03.20
Slowenien	275	0	1	17.03.20
Singapur	266	114	0	17.03.20
Polen	238	13	5	17.03.20
Pakistan	236	2	0	17.03.20
Bahrain	228	81	1	17.03.20
Estland	225	1	0	17.03.20
Irland	223	5	2	17.03.20
Island	220	0	1	17.03.20
Chile	201	0	0	17.03.20
Ägypten	196	32	4	17.03.20
Philippinen	187	5	12	17.03.20
Rumänien	184	16	0	17.03.20
Thailand	177	41	1	17.03.20
Indonesien	172	8	5	17.03.20
Saudiarabien	171	6	0	17.03.20
Irak	154	32	11	17.03.20
Indien	142	14	3	17.03.20
Luxemburg	140	0	1	17.03.20
Kuwait	130	9	0	17.03.20
Libanon	120	3	3	17.03.20
Peru	117	1	0	17.03.20
Russland	114	8	0	17.03.20
San Marino	109	4	7	17.03.20
Vereinigte Arabische Emirate	98	23	0	17.03.20
Mexiko	82	4	0	17.03.20
Armenien	78	1	0	17.03.20
Taiwan	77	22	1	17.03.20
Slowakei	72	0	0	17.03.20
Panama	69	0	1	17.03.20
Argentinien	68	3	2	17.03.20
Bulgarien	67	0	2	17.03.20
Vietnam	66	16	0	17.03.20
Kolumbien	65	1	0	17.03.20
Kroatien	65	4	0	17.03.20
Serbien	65	1	0	17.03.20
Südafrika	62	0	0	17.03.20
Algerien	60	12	4	17.03.20
Ecuador	58	0	2	17.03.20
Brunei	56	0	0	17.03.20
Albanien	55	0	1	17.03.20
Ungarn	50	2	1	17.03.20
Lettland	49	1	0	17.03.20
Türkei	47	0	1	17.03.20
Zypern	46	0	0	17.03.20
Sri Lanka	44	1	0	17.03.20
Costa Rica	41	0	0	17.03.20
Andorra	39	1	0	17.03.20
Malta	38	2	0	17.03.20
Marokko	38	1	2	17.03.20
Belarus	36	3	0	17.03.20
Georgien	34	1	0	17.03.20
Jordanien	34	1	0	17.03.20
Kambodscha	33	1	0	17.03.20
Kasachstan	33	0	0	17.03.20
Venezuela	33	0	0	17.03.20
Moldawien	30	1	0	17.03.20
Uruguay	29	0	0	17.03.20
Aserbaidschan	28	6	1	17.03.20
Bosnien und Herzegowina	26	2	0	17.03.20
Nordmazedonien	26	1	0	17.03.20
Senegal	26	2	0	17.03.20
Litauen	25	1	0	17.03.20
Oman	24	9	0	17.03.20
Tunesien	24	0	0	17.03.20
Afghanistan	22	1	0	17.03.20
Dominikanische Republik	21	0	1	17.03.20
Martinique	16	0	1	17.03.20
Burkina Faso	15	0	0	17.03.20
Ukraine	14	0	2	17.03.20
Malediven	13	0	0	17.03.20
Jamaica	12	2	0	17.03.20
Neuseeland	12	0	0	17.03.20
Bolivien	11	0	0	17.03.20
Bangladesch	10	3	0	17.03.20
Kamerun	10	0	0	17.03.20
Usbekistan	10	0	0	17.03.20
Paraguay	9	0	0	17.03.20
Honduras	8	0	0	17.03.20
Ghana	7	0	0	17.03.20
Guyana	7	0	1	17.03.20
Liechtenstein	7	0	0	17.03.20
Monaco	7	0	0	17.03.20
Ruanda	7	0	0	17.03.20
Guatemala	6	0	1	17.03.20
Äthiopien	5	0	0	17.03.20
Elfenbeinküste	5	1	0	17.03.20
Kuba	5	0	0	17.03.20
Mongolei	5	0	0	17.03.20
Trinidad und Tobago	5	0	0	17.03.20
Seychellen	4	0	0	17.03.20
Demokratische Republik Kongo	3	0	0	17.03.20
Kenia	3	0	0	17.03.20
Nigeria	3	0	0	17.03.20
Barbados	2	0	0	17.03.20
Kosovo	2	0	0	17.03.20
Montenegro	2	0	0	17.03.20
Namibia	2	0	0	17.03.20
St. Lucia	2	0	0	17.03.20
Antigua und Barbuda	1	0	0	17.03.20
Äquatorialguinea	1	0	0	17.03.20
Bahamas	1	0	0	17.03.20
Benin	1	0	0	17.03.20
Bhutan	1	0	0	17.03.20
Eswatini	1	0	0	17.03.20
Gabon	1	0	0	17.03.20
Gambia	1	0	0	17.03.20
Guinea	1	0	0	17.03.20
Liberia	1	0	0	17.03.20
Mauretanien	1	0	0	17.03.20
Nepal	1	1	0	17.03.20
Republik Kongo	1	0	0	17.03.20
Somalia	1	0	0	17.03.20
St. Vincent und die Grenadinen	1	0	0	17.03.20
Sudan	1	0	1	17.03.20
Suriname	1	0	0	17.03.20
Tansania	1	0	0	17.03.20
Togo	1	0	0	17.03.20
Vatikan	1	0	0	17.03.20
Zentralafrikanische Republik	1	0	0	17.03.20
China	81102	69755	3241	18.03.20
Italien	35713	4025	2978	18.03.20
Iran	17361	5389	1135	18.03.20
Spanien	13910	1081	623	18.03.20
Deutschland	12327	105	28	18.03.20
Frankreich	9105	12	148	18.03.20
Südkorea	8413	1540	84	18.03.20
USA	7736	0	118	18.03.20
Schweiz	3028	15	28	18.03.20
Großbritannien	2642	67	72	18.03.20
Niederlande	2058	2	58	18.03.20
Österreich	1646	9	4	18.03.20
Norwegen	1550	1	6	18.03.20
Belgien	1486	31	14	18.03.20
Schweden	1279	1	10	18.03.20
Dänemark	1116	1	4	18.03.20
Japan	889	144	29	18.03.20
Malaysia	790	60	2	18.03.20
Kreuzfahrtschiffe und Sonstige	759	325	7	18.03.20
Kanada	657	9	8	18.03.20
Australien	568	23	6	18.03.20
Tschechien	464	3	0	18.03.20
Katar	452	4	0	18.03.20
Portugal	448	3	2	18.03.20
Israel	433	11	0	18.03.20
Griechenland	418	8	5	18.03.20
Brasilien	372	2	3	18.03.20
Finnland	336	10	0	18.03.20
Singapur	313	114	0	18.03.20
Pakistan	299	2	0	18.03.20
Irland	292	5	2	18.03.20
Slowenien	275	0	1	18.03.20
Rumänien	260	19	0	18.03.20
Estland	258	1	0	18.03.20
Bahrain	256	88	1	18.03.20
Polen	251	13	5	18.03.20
Island	250	5	1	18.03.20
Chile	238	0	0	18.03.20
Indonesien	227	11	19	18.03.20
Thailand	212	42	1	18.03.20
Luxemburg	203	0	2	18.03.20
Philippinen	202	5	19	18.03.20
Ägypten	196	32	6	18.03.20
Saudiarabien	171	6	0	18.03.20
Irak	164	43	12	18.03.20
Indien	156	14	3	18.03.20
Russland	147	8	0	18.03.20
Peru	145	1	0	18.03.20
Kuwait	142	15	0	18.03.20
Libanon	133	3	3	18.03.20
San Marino	119	4	11	18.03.20
Südafrika	116	0	0	18.03.20
Vereinigte Arabische Emirate	113	26	0	18.03.20
Ecuador	111	0	2	18.03.20
Slowakei	105	0	1	18.03.20
Taiwan	100	22	1	18.03.20
Türkei	98	0	1	18.03.20
Kolumbien	93	1	0	18.03.20
Mexiko	93	4	0	18.03.20
Bulgarien	92	0	2	18.03.20
Panama	86	0	1	18.03.20
Armenien	84	1	0	18.03.20
Serbien	83	1	0	18.03.20
Kroatien	81	4	0	18.03.20
Argentinien	79	3	2	18.03.20
Vietnam	75	16	0	18.03.20
Algerien	74	12	7	18.03.20
Lettland	71	1	0	18.03.20
Brunei	68	0	0	18.03.20
Albanien	59	0	2	18.03.20
Ungarn	58	2	1	18.03.20
Jordanien	52	1	0	18.03.20
Belarus	51	5	0	18.03.20
Sri Lanka	51	1	0	18.03.20
Costa Rica	50	0	0	18.03.20
Uruguay	50	0	0	18.03.20
Marokko	49	1	2	18.03.20
Zypern	49	0	0	18.03.20
Andorra	39	1	0	18.03.20
Oman	39	12	0	18.03.20
Bosnien und Herzegowina	38	2	0	18.03.20
Georgien	38	1	0	18.03.20
Malta	38	2	0	18.03.20
Venezuela	36	0	0	18.03.20
Kambodscha	35	1	0	18.03.20
Kasachstan	35	0	0	18.03.20
Nordmazedonien	35	1	0	18.03.20
Senegal	31	2	0	18.03.20
Moldawien	30	1	1	18.03.20
Tunesien	29	0	0	18.03.20
Aserbaidschan	28	6	1	18.03.20
Liechtenstein	28	0	0	18.03.20
Litauen	27	1	0	18.03.20
Afghanistan	22	1	0	18.03.20
Dominikanische Republik	21	0	1	18.03.20
Burkina Faso	20	0	1	18.03.20
Neuseeland	20	0	0	18.03.20
Martinique	19	0	1	18.03.20
Usbekistan	15	0	0	18.03.20
Bangladesch	14	3	1	18.03.20
Ukraine	14	0	2	18.03.20
Jamaica	13	2	0	18.03.20
Malediven	13	0	0	18.03.20
Bolivien	12	0	0	18.03.20
Paraguay	11	0	0	18.03.20
Kamerun	10	0	0	18.03.20
Honduras	9	0	0	18.03.20
Nigeria	8	1	0	18.03.20
Ruanda	8	0	0	18.03.20
Ghana	7	0	0	18.03.20
Guyana	7	0	1	18.03.20
Kuba	7	0	1	18.03.20
Monaco	7	0	0	18.03.20
Trinidad und Tobago	7	0	0	18.03.20
Äthiopien	6	0	0	18.03.20
Elfenbeinküste	6	1	0	18.03.20
Guatemala	6	0	1	18.03.20
Mongolei	6	0	0	18.03.20
Äquatorialguinea	4	0	0	18.03.20
Demokratische Republik Kongo	4	0	0	18.03.20
Seychellen	4	0	0	18.03.20
Kenia	3	0	0	18.03.20
Kirgisistan	3	0	0	18.03.20
Mauritius	3	0	0	18.03.20
Tansania	3	0	0	18.03.20
Barbados	2	0	0	18.03.20
Benin	2	0	0	18.03.20
Kosovo	2	0	0	18.03.20
Liberia	2	0	0	18.03.20
Namibia	2	0	0	18.03.20
Sambia	2	0	0	18.03.20
St. Lucia	2	0	0	18.03.20
Sudan	2	0	1	18.03.20
Antigua und Barbuda	1	0	0	18.03.20
Bahamas	1	0	0	18.03.20
Bhutan	1	0	0	18.03.20
Djibouti	1	0	0	18.03.20
Eswatini	1	0	0	18.03.20
Gabon	1	0	0	18.03.20
Gambia	1	0	0	18.03.20
Guinea	1	0	0	18.03.20
Mauretanien	1	0	0	18.03.20
Montenegro	1	0	0	18.03.20
Nepal	1	1	0	18.03.20
Republik Kongo	1	0	0	18.03.20
Somalia	1	0	0	18.03.20
St. Vincent und die Grenadinen	1	0	0	18.03.20
Suriname	1	0	0	18.03.20
Togo	1	0	0	18.03.20
Vatikan	1	0	0	18.03.20
Zentralafrikanische Republik	1	0	0	18.03.20
China	81156	70535	3249	19.03.20
Italien	41035	4440	3405	19.03.20
Iran	18407	5710	1284	19.03.20
Spanien	17963	1107	830	19.03.20
Deutschland	15320	115	44	19.03.20
USA	13630	0	200	19.03.20
Frankreich	10947	12	243	19.03.20
Südkorea	8565	1540	91	19.03.20
Schweiz	4075	15	41	19.03.20
Großbritannien	2716	67	138	19.03.20
Niederlande	2467	2	77	19.03.20
Österreich	2013	9	6	19.03.20
Belgien	1795	31	21	19.03.20
Norwegen	1746	1	7	19.03.20
Schweden	1439	16	11	19.03.20
Dänemark	1225	1	6	19.03.20
Japan	924	150	29	19.03.20
Malaysia	900	75	2	19.03.20
Kanada	800	9	9	19.03.20
Portugal	785	3	3	19.03.20
Kreuzfahrtschiffe und Sonstige	759	325	7	19.03.20
Tschechien	694	3	0	19.03.20
Australien	681	26	6	19.03.20
Israel	677	11	0	19.03.20
Brasilien	621	2	6	19.03.20
Irland	557	5	3	19.03.20
Katar	460	4	0	19.03.20
Pakistan	454	13	2	19.03.20
Griechenland	418	8	6	19.03.20
Finnland	400	10	0	19.03.20
Polen	355	1	5	19.03.20
Singapur	345	114	0	19.03.20
Luxemburg	335	0	4	19.03.20
Island	330	5	1	19.03.20
Indonesien	311	11	25	19.03.20
Slowenien	286	0	1	19.03.20
Bahrain	278	100	1	19.03.20
Rumänien	277	25	0	19.03.20
Saudiarabien	274	6	0	19.03.20
Thailand	272	42	1	19.03.20
Estland	267	1	0	19.03.20
Ägypten	256	32	6	19.03.20
Chile	238	0	0	19.03.20
Peru	234	1	0	19.03.20
Philippinen	217	8	17	19.03.20
Ecuador	199	0	3	19.03.20
Russland	199	9	1	19.03.20
Indien	194	15	4	19.03.20
Irak	192	43	13	19.03.20
Türkei	192	0	3	19.03.20
Libanon	157	4	4	19.03.20
Südafrika	150	0	0	19.03.20
Kuwait	148	18	0	19.03.20
Vereinigte Arabische Emirate	140	31	0	19.03.20
Slowakei	123	0	1	19.03.20
San Marino	119	4	11	19.03.20
Mexiko	118	4	1	19.03.20
Armenien	115	1	0	19.03.20
Panama	109	0	1	19.03.20
Taiwan	108	26	1	19.03.20
Kroatien	105	5	1	19.03.20
Serbien	103	1	0	19.03.20
Kolumbien	102	1	0	19.03.20
Argentinien	97	3	3	19.03.20
Bulgarien	94	0	3	19.03.20
Algerien	87	32	9	19.03.20
Lettland	86	1	0	19.03.20
Vietnam	85	16	0	19.03.20
Uruguay	79	0	0	19.03.20
Brunei	75	0	0	19.03.20
Ungarn	73	2	1	19.03.20
Costa Rica	69	0	1	19.03.20
Jordanien	69	1	0	19.03.20
Zypern	67	0	0	19.03.20
Albanien	64	0	2	19.03.20
Bosnien und Herzegowina	63	2	0	19.03.20
Marokko	63	1	2	19.03.20
Sri Lanka	60	3	0	19.03.20
Andorra	53	1	0	19.03.20
Malta	53	2	0	19.03.20
Belarus	51	5	0	19.03.20
Moldawien	49	1	1	19.03.20
Nordmazedonien	48	1	0	19.03.20
Oman	48	12	0	19.03.20
Aserbaidschan	44	6	1	19.03.20
Kasachstan	44	0	0	19.03.20
Venezuela	42	0	0	19.03.20
Georgien	40	1	0	19.03.20
Tunesien	39	0	1	19.03.20
Kambodscha	37	1	0	19.03.20
Litauen	36	1	0	19.03.20
Dominikanische Republik	34	0	2	19.03.20
Burkina Faso	33	0	1	19.03.20
Senegal	31	2	0	19.03.20
Liechtenstein	28	0	0	19.03.20
Neuseeland	28	0	0	19.03.20
Martinique	23	0	1	19.03.20
Usbekistan	23	0	0	19.03.20
Afghanistan	22	1	0	19.03.20
Bangladesch	17	3	1	19.03.20
Ukraine	16	0	2	19.03.20
Jamaica	15	2	1	19.03.20
Demokratische Republik Kongo	14	0	0	19.03.20
Kamerun	13	0	0	19.03.20
Malediven	13	0	0	19.03.20
Bolivien	12	0	0	19.03.20
Honduras	12	0	0	19.03.20
Ghana	11	0	0	19.03.20
Kuba	11	0	1	19.03.20
Paraguay	11	0	0	19.03.20
Elfenbeinküste	9	1	0	19.03.20
Guatemala	9	0	1	19.03.20
Trinidad und Tobago	9	0	0	19.03.20
Nigeria	8	1	0	19.03.20
Ruanda	8	0	0	19.03.20
Guyana	7	0	1	19.03.20
Kenia	7	0	0	19.03.20
Monaco	7	0	0	19.03.20
Äquatorialguinea	6	0	0	19.03.20
Äthiopien	6	0	0	19.03.20
Mongolei	6	0	0	19.03.20
Seychellen	6	0	0	19.03.20
Tansania	6	0	0	19.03.20
Barbados	5	0	0	19.03.20
Bahamas	3	0	0	19.03.20
Kirgisistan	3	0	0	19.03.20
Mauritius	3	0	0	19.03.20
Montenegro	3	0	0	19.03.20
Namibia	3	0	0	19.03.20
Republik Kongo	3	0	0	19.03.20
Benin	2	0	0	19.03.20
Kosovo	2	0	0	19.03.20
Liberia	2	0	0	19.03.20
Mauretanien	2	0	0	19.03.20
Sambia	2	0	0	19.03.20
St. Lucia	2	0	0	19.03.20
Sudan	2	0	1	19.03.20
Antigua und Barbuda	1	0	0	19.03.20
Bhutan	1	0	0	19.03.20
Djibouti	1	0	0	19.03.20
El Salvador	1	0	0	19.03.20
Eswatini	1	0	0	19.03.20
Fidschi	1	0	0	19.03.20
Gabon	1	0	0	19.03.20
Gambia	1	0	0	19.03.20
Guinea	1	0	0	19.03.20
Nepal	1	1	0	19.03.20
Nicaragua	1	0	0	19.03.20
Somalia	1	0	0	19.03.20
St. Vincent und die Grenadinen	1	0	0	19.03.20
Suriname	1	0	0	19.03.20
Togo	1	0	0	19.03.20
Tschad	1	0	0	19.03.20
Vatikan	1	0	0	19.03.20
Zentralafrikanische Republik	1	0	0	19.03.20
China	81250	71266	3253	20.03.20
Italien	47021	4440	4032	20.03.20
Spanien	20410	1588	1043	20.03.20
Deutschland	19848	180	68	20.03.20
Iran	19644	6745	1433	20.03.20
USA	19051	0	244	20.03.20
Frankreich	12726	12	450	20.03.20
Südkorea	8652	1540	94	20.03.20
Schweiz	5294	15	54	20.03.20
Großbritannien	4014	67	178	20.03.20
Niederlande	3003	2	107	20.03.20
Österreich	2388	9	6	20.03.20
Belgien	2257	1	37	20.03.20
Norwegen	1914	1	7	20.03.20
Schweden	1639	16	16	20.03.20
Dänemark	1337	1	9	20.03.20
Malaysia	1030	87	3	20.03.20
Portugal	1020	5	6	20.03.20
Japan	963	191	33	20.03.20
Kanada	943	9	12	20.03.20
Tschechien	833	4	0	20.03.20
Brasilien	793	2	11	20.03.20
Australien	791	26	7	20.03.20
Kreuzfahrtschiffe und Sonstige	761	325	7	20.03.20
Israel	705	14	0	20.03.20
Irland	683	5	3	20.03.20
Pakistan	501	13	3	20.03.20
Griechenland	495	19	6	20.03.20
Luxemburg	484	0	4	20.03.20
Katar	470	10	0	20.03.20
Finnland	450	10	0	20.03.20
Chile	434	6	0	20.03.20
Polen	425	1	5	20.03.20
Island	409	5	0	20.03.20
Singapur	385	124	0	20.03.20
Indonesien	369	15	32	20.03.20
Ecuador	367	0	5	20.03.20
Türkei	359	0	4	20.03.20
Saudiarabien	344	8	0	20.03.20
Slowenien	341	0	1	20.03.20
Thailand	322	42	1	20.03.20
Rumänien	308	25	0	20.03.20
Ägypten	285	39	8	20.03.20
Bahrain	285	100	1	20.03.20
Estland	283	1	0	20.03.20
Russland	253	9	1	20.03.20
Indien	244	20	5	20.03.20
Peru	234	1	3	20.03.20
Philippinen	230	8	18	20.03.20
Irak	208	49	17	20.03.20
Südafrika	202	0	0	20.03.20
Mexiko	164	4	1	20.03.20
Libanon	163	4	4	20.03.20
Kuwait	159	18	0	20.03.20
San Marino	144	4	14	20.03.20
Vereinigte Arabische Emirate	140	31	2	20.03.20
Panama	137	0	1	20.03.20
Slowakei	137	0	1	20.03.20
Armenien	136	1	0	20.03.20
Serbien	135	1	1	20.03.20
Taiwan	135	26	2	20.03.20
Argentinien	128	3	3	20.03.20
Kolumbien	128	1	0	20.03.20
Kroatien	128	5	1	20.03.20
Bulgarien	127	0	3	20.03.20
Lettland	111	1	0	20.03.20
Uruguay	94	0	0	20.03.20
Vietnam	91	16	0	20.03.20
Algerien	90	32	11	20.03.20
Bosnien und Herzegowina	89	2	0	20.03.20
Costa Rica	89	0	1	20.03.20
Jordanien	85	1	0	20.03.20
Ungarn	85	2	3	20.03.20
Brunei	78	1	0	20.03.20
Marokko	77	1	3	20.03.20
Andorra	75	1	0	20.03.20
Sri Lanka	73	3	0	20.03.20
Dominikanische Republik	72	0	2	20.03.20
Albanien	70	0	2	20.03.20
Belarus	69	5	0	20.03.20
Nordmazedonien	67	1	0	20.03.20
Zypern	67	0	0	20.03.20
Moldawien	66	1	1	20.03.20
Malta	64	2	0	20.03.20
Tunesien	54	0	1	20.03.20
Kambodscha	51	1	0	20.03.20
Kasachstan	49	0	3	20.03.20
Litauen	49	1	0	20.03.20
Oman	48	12	0	20.03.20
Aserbaidschan	44	6	1	20.03.20
Georgien	43	1	0	20.03.20
Venezuela	42	0	0	20.03.20
Burkina Faso	40	0	1	20.03.20
Neuseeland	39	0	0	20.03.20
Senegal	38	2	0	20.03.20
Usbekistan	33	0	0	20.03.20
Martinique	32	0	1	20.03.20
Ukraine	29	0	3	20.03.20
Liechtenstein	28	0	0	20.03.20
Afghanistan	24	1	0	20.03.20
Honduras	24	0	0	20.03.20
Bangladesch	20	3	1	20.03.20
Kamerun	20	0	0	20.03.20
Demokratische Republik Kongo	18	0	0	20.03.20
Ruanda	17	0	0	20.03.20
Ghana	16	0	0	20.03.20
Jamaica	16	2	1	20.03.20
Kuba	16	0	1	20.03.20
Bolivien	15	0	0	20.03.20
Montenegro	14	0	0	20.03.20
Malediven	13	0	0	20.03.20
Paraguay	13	0	0	20.03.20
Guatemala	12	0	1	20.03.20
Mauritius	12	0	0	20.03.20
Nigeria	12	1	0	20.03.20
Monaco	11	0	0	20.03.20
Äthiopien	9	0	0	20.03.20
Elfenbeinküste	9	1	0	20.03.20
Togo	9	1	0	20.03.20
Trinidad und Tobago	9	0	0	20.03.20
Guyana	7	0	1	20.03.20
Kenia	7	0	0	20.03.20
Seychellen	7	0	0	20.03.20
Äquatorialguinea	6	0	0	20.03.20
Kirgisistan	6	0	0	20.03.20
Mongolei	6	0	0	20.03.20
Tansania	6	0	0	20.03.20
Barbados	5	0	0	20.03.20
Suriname	4	0	0	20.03.20
Bahamas	3	0	0	20.03.20
Gabon	3	0	1	20.03.20
Madagaskar	3	0	0	20.03.20
Namibia	3	0	0	20.03.20
Republik Kongo	3	0	0	20.03.20
Zentralafrikanische Republik	3	0	0	20.03.20
Benin	2	0	0	20.03.20
Bhutan	2	0	0	20.03.20
Haiti	2	0	0	20.03.20
Kosovo	2	0	0	20.03.20
Liberia	2	0	0	20.03.20
Mauretanien	2	0	0	20.03.20
Sambia	2	0	0	20.03.20
St. Lucia	2	0	0	20.03.20
Sudan	2	0	1	20.03.20
Angola	1	0	0	20.03.20
